/home/bugra/anaconda3/envs/bugra/lib/python3.9/site-packages/scipy/__init__.py:146: UserWarning: A NumPy version >=1.16.5 and <1.23.0 is required for this version of SciPy (detected version 1.24.2
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
DIRECTORY ALREADY EXISTS, continuing
[-38 -37 -36 -35 -34 -26 -25 -24 -23 -22 -14 -13 -12 -11 -10  -2  -1]
Creating input and output tensors...
Creating handle...
Loading data to memory...
Model initializing: Training starting...
Epoch: 0, Train Loss: 0.116899, Val Loss: 0.101533, Time: 673.73
Epoch: 73, Train Loss: 0.098892, Val Loss: 0.095533, Time: 658.15
Epoch: 74, Train Loss: 0.099096, Val Loss: 0.092916, Time: 657.88
Epoch: 75, Train Loss: 0.098849, Val Loss: 0.099240, Time: 658.08
Epoch: 76, Train Loss: 0.099292, Val Loss: 0.094613, Time: 657.95
Epoch: 77, Train Loss: 0.098711, Val Loss: 0.093461, Time: 658.52
Epoch: 78, Train Loss: 0.098909, Val Loss: 0.095420, Time: 658.39
Epoch: 79, Train Loss: 0.098847, Val Loss: 0.102895, Time: 658.53
Epoch: 80, Train Loss: 0.098704, Val Loss: 0.092614, Time: 656.07
Epoch: 81, Train Loss: 0.098436, Val Loss: 0.092924, Time: 655.82
Epoch: 82, Train Loss: 0.098309, Val Loss: 0.104414, Time: 657.25
Epoch: 83, Train Loss: 0.098854, Val Loss: 0.094233, Time: 657.43
Epoch: 84, Train Loss: 0.098900, Val Loss: 0.093636, Time: 658.30
Epoch: 85, Train Loss: 0.098826, Val Loss: 0.096075, Time: 658.54
Epoch: 86, Train Loss: 0.098729, Val Loss: 0.097582, Time: 657.98
Epoch: 87, Train Loss: 0.098818, Val Loss: 0.092532, Time: 657.99
Epoch: 88, Train Loss: 0.098532, Val Loss: 0.091547, Time: 658.21
Epoch: 89, Train Loss: 0.098699, Val Loss: 0.093249, Time: 657.52
Epoch: 90, Train Loss: 0.098552, Val Loss: 0.091041, Time: 655.80
Epoch: 91, Train Loss: 0.098746, Val Loss: 0.090290, Time: 653.34
Epoch: 92, Train Loss: 0.098180, Val Loss: 0.095952, Time: 652.49
Epoch: 93, Train Loss: 0.098466, Val Loss: 0.093766, Time: 652.37
Epoch: 94, Train Loss: 0.098547, Val Loss: 0.090501, Time: 654.13
Epoch: 95, Train Loss: 0.098232, Val Loss: 0.095546, Time: 656.93
Epoch: 96, Train Loss: 0.098509, Val Loss: 0.094975, Time: 656.62
Epoch: 97, Train Loss: 0.098674, Val Loss: 0.095631, Time: 656.99
Epoch: 98, Train Loss: 0.098247, Val Loss: 0.092041, Time: 657.49
Epoch: 99, Train Loss: 0.098420, Val Loss: 0.095621, Time: 657.23
