/home/bugra/anaconda3/envs/bugra/lib/python3.9/site-packages/scipy/__init__.py:146: UserWarning: A NumPy version >=1.16.5 and <1.23.0 is required for this version of SciPy (detected version 1.24.2
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
DIRECTORY ALREADY EXISTS, continuing
[-38 -37 -36 -35 -34 -26 -25 -24 -23 -22 -14 -13 -12 -11 -10  -2  -1]
Creating input and output tensors...
Creating handle...
Loading data to memory...
Model initializing: Training starting...
Epoch: 0, Train Loss: 0.080726, Val Loss: 0.068097, Time: 318.56
Epoch: 32, Train Loss: 0.070467, Val Loss: 0.084142, Time: 310.77
Epoch: 33, Train Loss: 0.070350, Val Loss: 0.069387, Time: 309.59
Epoch: 34, Train Loss: 0.070351, Val Loss: 0.071727, Time: 310.66
Epoch: 35, Train Loss: 0.070175, Val Loss: 0.160522, Time: 310.71
Epoch: 36, Train Loss: 0.070199, Val Loss: 0.069657, Time: 311.17
Epoch: 37, Train Loss: 0.070094, Val Loss: 0.067075, Time: 310.81
Epoch: 38, Train Loss: 0.069810, Val Loss: 0.073559, Time: 310.21
Epoch: 39, Train Loss: 0.070302, Val Loss: 0.069080, Time: 310.81
Epoch: 40, Train Loss: 0.070102, Val Loss: 0.069265, Time: 310.61
Epoch: 41, Train Loss: 0.070066, Val Loss: 0.086101, Time: 311.12
Epoch: 42, Train Loss: 0.070264, Val Loss: 0.067587, Time: 311.23
Epoch: 43, Train Loss: 0.069432, Val Loss: 0.070477, Time: 310.84
Epoch: 44, Train Loss: 0.070212, Val Loss: 0.066532, Time: 309.91
Epoch: 45, Train Loss: 0.070042, Val Loss: 0.066943, Time: 310.37
Epoch: 46, Train Loss: 0.069970, Val Loss: 0.064661, Time: 310.54
Epoch: 47, Train Loss: 0.069966, Val Loss: 0.067635, Time: 310.76
Epoch: 48, Train Loss: 0.070078, Val Loss: 0.068961, Time: 311.33
Epoch: 49, Train Loss: 0.069462, Val Loss: 0.067144, Time: 311.57
Epoch: 50, Train Loss: 0.069435, Val Loss: 0.065549, Time: 311.62
Epoch: 51, Train Loss: 0.069828, Val Loss: 0.071751, Time: 311.51
Epoch: 52, Train Loss: 0.069537, Val Loss: 0.068996, Time: 311.68
Epoch: 53, Train Loss: 0.069818, Val Loss: 0.075805, Time: 311.51
Epoch: 54, Train Loss: 0.069810, Val Loss: 0.132302, Time: 311.94
Epoch: 55, Train Loss: 0.069633, Val Loss: 0.067332, Time: 311.98
Epoch: 56, Train Loss: 0.069358, Val Loss: 0.069231, Time: 312.03
Epoch: 57, Train Loss: 0.069676, Val Loss: 0.072808, Time: 312.13
Epoch: 58, Train Loss: 0.069707, Val Loss: 0.070473, Time: 311.86
Epoch: 59, Train Loss: 0.069769, Val Loss: 0.066194, Time: 313.12
Epoch: 60, Train Loss: 0.069946, Val Loss: 0.068798, Time: 313.09
Epoch: 61, Train Loss: 0.069369, Val Loss: 0.069298, Time: 313.56
Epoch: 62, Train Loss: 0.069258, Val Loss: 0.078678, Time: 313.01
Epoch: 63, Train Loss: 0.069430, Val Loss: 0.072091, Time: 313.68
Epoch: 64, Train Loss: 0.069466, Val Loss: 0.068125, Time: 314.03
Epoch: 65, Train Loss: 0.069638, Val Loss: 0.069363, Time: 313.92
Epoch: 66, Train Loss: 0.069802, Val Loss: 0.063650, Time: 314.63
Epoch: 67, Train Loss: 0.069560, Val Loss: 0.070272, Time: 314.43
Epoch: 68, Train Loss: 0.069411, Val Loss: 0.073004, Time: 314.53
Epoch: 69, Train Loss: 0.069643, Val Loss: 0.065555, Time: 314.59
